1777449466113977266	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	把每分钟提醒我喝水的任务变成每分钟分享给我一个电脑小知识  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like MEDIA:/absolute/path/to/
1777449519664456427	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777449639664794579	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777449819664704535	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777449999664160642	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777450691519187207	single	false	false	false	false	0.78	false	short abusive/chat message; no useful decomposition needed	草泥马  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like MEDIA:/absolute/path/to/file.ext . Do not use mar
1777450805017309968	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777450985017161649	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777451165017976081	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777451345018149006	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777451513055066454	autonomy_queue	true	true	false	true	0.88	false	cron_add schedules recurring web collection; background execution and delivery are essential; search result needs verification	cron_add 每两个小时去搜集一次阿里的后端面试题  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like MEDIA:/absolute/path/to/f
1777451534474413506	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777451654473343867	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777452014473984080	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777452194473818025	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777452374473244551	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777452554473722306	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777452734473844528	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777452914473356456	single	false	false	false	false	0.8	false	simple conversational or reminder-style interaction; no decomposition needed	提醒我喝水
1777453277746977426	autonomy_queue	true	true	false	true	0.86	false	daily recurring report reminder; background schedule should own execution; delivery status needs verification	每天1分钟 发送日报提醒今天的大事`  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like MEDIA:/absolute/path/to/file.ext .
1777454015997887522	single	false	true	false	false	0.82	false	config list is a single read-only action; actual config output should be verified	config list  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like MEDIA:/absolute/path/to/file.ext . Do not
1777454192944115916	single	false	true	false	false	0.84	false	disable current scheduled task is a single ops action; scheduler state should be verified	关闭一下现在的定时任务  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like MEDIA:/absolute/path/to/file.ext . Do not
1777467964810019582	single	false	false	false	false	0.78	false	short acknowledgement; no decomposition needed	可以  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like MEDIA:/absolute/path/to/file.ext . Do not use mark
1777475849941593705	autonomy_queue	true	true	false	true	0.9	false	explicit autonomy heartbeat trigger; queue/runtime state must be verified	请调用 autonomy_heartbeat_trigger，立刻触发一次 autonomy 调度。  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like ME
1777486426686014957	single	false	true	false	false	0.82	false	question asks to inspect current queue state; one ops lookup is enough; runtime state should be verified	在哪个队列里  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone line exactly like MEDIA:/absolute/path/to/file.ext . Do not use
1777489494608089120	pipeline	true	true	true	false	0.86	false	RAG tool call plus failure diagnosis has ordered steps; requires checking tool result and transport/model failure points; diagnostic answer benefits from verifier/critic	调用rag工具帮我搜索汐幸，并返回结果，如果遇到了问题，就告诉我卡在了哪一不，并且按照对话循环链路、tg消息传输还有大模型多维度去分析原因  [Telegram delivery rule] If you want Telegram to send a file, image, or other artifact, save it to a real local file first and include a standalone l
